,year,marathon_name,participant_count
0,2005,Last Chance Marathon,22
1,2005,Christmas Marathon,77
2,2005,Jacksonville Marathon,827
3,2005,Dallas White Rock Marathon,3076
4,2005,Honolulu Marathon,24219
5,2005,Otter Creek Trail Marathon,31
6,2005,Kiawah Island Marathon,1021
7,2005,Rocket City Marathon,812
8,2005,Roxbury Marathon,12
9,2005,California International Marathon,3249
10,2005,Las Vegas Marathon,8186
11,2005,Luton Marathon,426
12,2005,Marathon of the Palm Beaches,737
13,2005,Run Barbados Festival Marathon,10
14,2005,Tucson Marathon,1050
15,2005,Baton Rouge Beach Marathon,92
16,2005,Charlotte's Thunder Road Marathon,686
17,2005,Death Valley Borax Marathon,114
18,2005,Memphis Marathon,1531
19,2005,Reggae Marathon,114
20,2005,Tecumseh Trail Marathon,349
21,2005,Seattle Marathon,2248
22,2005,Space Coast Marathon,123
23,2005,Mississippi Coast Marathon,45
24,2005,North Central Trail Marathon,321
25,2005,Atlanta Marathon,607
26,2005,Gobbler Grind Marathon,155
27,2005,Philadelphia Marathon,5887
28,2005,Oklahoma Marathon,293
29,2005,Valley of Fire Marathon,88
30,2005,X-Country Marathon,32
31,2005,Harrisburg Marathon,496
32,2005,Marshall University Marathon,361
33,2005,Rock Creek Park Marathon and Relay,81
34,2005,San Antonio Marathon-Marathon of the Americas,713
35,2005,Chickamauga Battlefield Marathon,311
36,2005,Richmond Marathon,3532
37,2005,Stone Cat Marathon and 50 Mile Trail Races,128
38,2005,White River Marathon for Kenya (prev Mountain Home Marathon for Kenya),58
39,2005,City of Trees Marathon,283
40,2005,New York City Marathon,36872
41,2005,Santa Clarita Marathon,353
42,2005,Midsouth Marathon,158
43,2005,Stinson Beach Marathon,47
44,2005,Woodside Sequoia Trail Marathon,17
45,2005,Dublin Marathon,7932
46,2005,Auckland Marathon,1016
47,2005,Cape Cod Marathon,976
48,2005,Grand Rapids Marathon,615
49,2005,Hallow's Eve Trail Marathon,51
50,2005,Marine Corps Marathon,19110
51,2005,Silicon Valley Marathon,701
52,2005,Snowdonia Marathon,955
53,2005,Spinx Run Fest,190
54,2005,Tri-Cities Marathon,131
55,2005,Blue Springs Trail Marathon,46
56,2005,Detroit Free Press International Marathon,3553
57,2005,Duke City Marathon,326
58,2005,Kennebecasis Challenge Marathon,90
59,2005,Miracle Match Marathon,63
60,2005,Mystic Places Marathon,577
61,2005,Niagara Falls International Marathon,958
62,2005,Nike 26.2 = Nike Women's Marathon,4688
63,2005,On the Road for Education,123
64,2005,Breakers Marathon,233
65,2005,Halloween Marathon,32
66,2005,Napa Valley Wine Country Trail Marathon,21
67,2005,Old Mulkey Marathon,43
68,2005,Atlantic City Marathon,53
69,2005,Bay State Marathon,544
70,2005,Columbus Marathon,3786
71,2005,Humboldt Redwoods Marathon,155
72,2005,Long Beach International City Marathon,1928
73,2005,Louisville Marathon,293
74,2005,Mount Desert Island marathon,510
75,2005,Prince Edward Island Marathon,246
76,2005,Spokane Series Marathon,99
77,2005,Toronto Marathon,1589
78,2005,Wairarapa Country Marathon,37
79,2005,Wichita Marathon,400
80,2005,Baltimore Marathon,2397
81,2005,Golden Hills Trail Marathon,76
82,2005,Green Mountain Marathon,180
83,2005,Indianapolis Marathon,459
84,2005,Marathon 2 Marathon,53
85,2005,Siouxland Lewis & Clark Marathon (IA),165
86,2005,Springfield Marathon,91
87,2005,WhistleStop Marathon,587
88,2005,Bizz Johnson Trail Marathon,471
89,2005,Cardiff Marathon,1335
90,2005,Chicago Marathon,32995
91,2005,Durango Marathon,220
92,2005,"Just Around ""the"" Bend Marathon",81
93,2005,Melbourne Marathon,1561
94,2005,Mohawk-Hudson River Marathon,352
95,2005,Mt. Rushmore Marathon,214
96,2005,Okanagan Marathon,753
97,2005,Ottawa Fall Colours Marathon,87
98,2005,Portland Marathon,7201
99,2005,Steamtown Marathon,1426
100,2005,Towpath Marathon,370
101,2005,Valley Harvest Marathon,86
102,2005,Victoria Marathon,1958
103,2005,Westchester Marathon,168
104,2005,Hartford Marathon,1221
105,2005,Lake Tahoe Marathon,523
106,2005,Clarendon Way Marathon,254
107,2005,Johnstown Marathon,93
108,2005,Lakefront Marathon,1876
109,2005,Leicester Marathon,86
110,2005,Maine Marathon,775
111,2005,Marathon de Rimouski,101
112,2005,Sacramento CowTown Marathon,228
113,2005,the county marathon,282
114,2005,Twin Cities Marathon,7753
115,2005,Wineglass Marathon,536
116,2005,Akron Marathon,765
117,2005,Auburn Marathon,80
118,2005,Big Sur Trail Marathon,53
119,2005,Leavenworth Oktoberfest Marathon,69
120,2005,New Hampshire Marathon,185
121,2005,St. George Marathon,4610
122,2005,Adirondack Marathon,206
123,2005,Boulder Backroads Marathon,697
124,2005,Clarence Demar Marathon,270
125,2005,Fox Cities Marathon,562
126,2005,Lewis and Clark Marathon (MT),81
127,2005,Omaha Marathon,251
128,2005,Quad Cities Marathon,414
129,2005,San Pablo Bay Trail Run,11
130,2005,Toronto Waterfront Marathon,2030
131,2005,Kansas City Marathon,359
132,2005,Des Moines Marathon,871
133,2005,Dutchess County Classic Marathon,38
134,2005,Lewis & Clark Marathon (MO),453
135,2005,Maui Marathon,1425
136,2005,Montana Governor's Cup Marathon,100
137,2005,New Forest Marathon,421
138,2005,Newfoundland Provincial Marathon,62
139,2005,Treherne Marathon,37
140,2005,Two Bear Marathon,101
141,2005,Yonkers Marathon,121
142,2005,Air Force Marathon,1216
143,2005,Equinox Marathon,330
144,2005,North Country Trail Run,108
145,2005,Rochester Marathon,658
146,2005,Shore to Shore Marathon,35
147,2005,Top of Utah Marathon,1512
148,2005,Walker/North Country Races,78
149,2005,Erie Marathon at Presque Isle,428
150,2005,Lake Ainslie Marathon,24
151,2005,Montreal International Marathon,1001
152,2005,Oil Sands Marathon,22
153,2005,Pride of Canada Marathon,28
154,2005,Regina Queen City Marathon,399
155,2005,Robin Hood Marathon,1204
156,2005,Skagit Flats Marathon,115
157,2005,Stowe Marathon,110
158,2005,Sydney Marathon,1259
159,2005,Arkansas Marathon,32
160,2005,Bismarck Marathon,80
161,2005,Lake City Marathon,57
162,2005,Mid Mountain Marathon,116
163,2005,Superior Trail Marathon,83
164,2005,American Discovery Trail Marathon,205
165,2005,Heart of America Marathon,108
166,2005,Turtle Marathon,10
167,2005,Breckenridge Crest Mountain Marathon,138
168,2005,Monster Trail Marathon,30
169,2005,New Mexico Marathon,204
170,2005,Tupelo Marathon,138
171,2005,Wolverhampton City Marathon,194
172,2005,Pocatello Marathon,159
173,2005,Adelaide Festival City Marathon,176
174,2005,Iowa Trail Marathon,30
175,2005,Longford Marathon,238
176,2005,Quebec City Marathon/Marathon des Deux Rives,762
177,2005,Hawke's Bay Marathon,117
178,2005,Mesa Falls Marathon,116
179,2005,Run With the Horses Marathon,57
180,2005,Self-Transcendence Marathon,642
181,2005,Edmonton Centennial Marathon,313
182,2005,Humpy's Classic Marathon,203
183,2005,Mudgee Marathon,22
184,2005,Pikes Peak Marathon,887
185,2005,Silver State Marathon,104
186,2005,Yellowknife Marathon,13
187,2005,Grizzly Marathon,111
188,2005,Haulin' Aspen Trail Marathon,136
189,2005,Isle of Man Marathon,76
190,2005,LEADING LADIES' MARATHON,80
191,2005,World Championships Women's Marathon 2005,51
192,2005,Crater Lake Marathon,133
193,2005,Paavo Nurmi Marathon (USA),259
194,2005,World Championships Men's Marathon 2005,61
195,2005,Marathon by the Sea,157
196,2005,Townsville Marathon,87
197,2005,Yukon River Trail Marathon,56
198,2005,Frank Maier Marathon,53
199,2005,Loop The Lake,16
200,2005,Carrollton Festival of Races,66
201,2005,The San Francisco Marathon,4873
202,2005,Grand Island Trail Marathon,156
203,2005,Jay Mountain Marathon,187
204,2005,Kilauea Volcano Wilderness Runs,135
205,2005,Around the Lake Marathon,52
206,2005,Deseret Morning News/KJZZ-TV Marathon,594
207,2005,Gateway To The Pacific Marathon,32
208,2005,Nova Scotia Marathon,35
209,2005,Friendly Massey Marathon,61
210,2005,Half Voyageur Trail Marathon,153
211,2005,University of Okoboji Marathon,69
212,2005,Calgary Marathon,859
213,2005,Pichi Richi Marathon,22
214,2005,SEAFAIR Marathon,630
215,2005,Grandfather Mountain Marathon,359
216,2005,Knee Knackering North Shore Trail Run,174
217,2005,Knysna Forest Marathon,578
218,2005,Foot Traffic Flat Marathon,116
219,2005,Gold Coast Airport Marathon,1586
220,2005,Perth Marathon,277
221,2005,Leadville Trail Marathon,238
222,2005,Pacific Crest Marathon,129
223,2005,Blackpool Marathon,807
224,2005,Estes Park Marathon,152
225,2005,Johnny Miles Marathon,70
226,2005,Kona Marathon,621
227,2005,Manitoba Marathon,782
228,2005,Traralgon Marathon,41
229,2005,Boogie Marathon,43
230,2005,Grandma's Marathon,6885
231,2005,Mayor's Marathon,1704
232,2005,Edge to Edge Marathon,91
233,2005,Edinburgh Marathon,4421
234,2005,Lake Placid Marathon,209
235,2005,North Olympic Discovery Marathon,432
236,2005,Swan Lake Marathon,19
237,2005,Footstock Race Weekend,130
238,2005,Hatfield-McCoy Marathon,157
239,2005,Marathon-to-Marathon,127
240,2005,"Maryville Marathon, The Chamber Country Classic",34
241,2005,Park City Marathon,314
242,2005,Casper Wyoming Marathon,140
243,2005,City of Christchurch Marathon,405
244,2005,Columbia River Gorge Marathon,62
245,2005,Deadwood-Mickelson Trail Marathon,429
246,2005,NipMuck Trail Marathon,157
247,2005,Rock 'n' Roll Marathon,15934
248,2005,San Juan Island Marathon,80
249,2005,Steamboat Marathon,421
250,2005,Forest of Nisene Marks Marathon,51
251,2005,God's Country Marathon,159
252,2005,Governor's Cup Marathon,154
253,2005,Green River Marathon,16
254,2005,Newport Marathon,676
255,2005,Ridge Runner Races,100
256,2005,Sunburst Marathon,584
257,2005,Teton DAM Marathon,41
258,2005,Lakeshore Marathon,529
259,2005,Buffalo Marathon,547
260,2005,Coeur d' Alene Marathon,247
261,2005,Madison Marathon (Mad City Marathon),994
262,2005,Med-City Marathon,287
263,2005,Ottawa Marathon (National Capital Race Weekend),3232
264,2005,Saskatchewan Marathon,195
265,2005,Vermont City Marathon,2460
266,2005,Wickham Park Marathon,27
267,2005,Wyoming Marathon,83
268,2005,Andy Payne Marathon,41
269,2005,Bayshore Marathon,1071
270,2005,NAIA Marathon Championships - Men,37
271,2005,NAIA Marathon Championships - Women,20
272,2005,Prince of Wales Island International Marathon,24
273,2005,Blue Nose International Marathon,294
274,2005,Cleveland Marathon,1600
275,2005,Green Bay Marathon,900
276,2005,Peach City Marathon,144
277,2005,Red Deer Marathon,297
278,2005,Ogden Marathon,862
279,2005,Olathe Marathon,330
280,2005,Capital City Marathon,485
281,2005,Central States Marathon,33
282,2005,Delaware Marathon,507
283,2005,Halstead Marathon ,284
284,2005,Mississauga Marathon,1339
285,2005,Sugarloaf Marathon,249
286,2005,Brookings Marathon,83
287,2005,Fargo Marathon,707
288,2005,Idaho Great Potato Marathon,102
289,2005,Journeys Marathon,124
290,2005,Palos Verdes Marathon,313
291,2005,Waterfalls of Big Basin,7
292,2005,Colorado Marathon (prev. Fort Collins Old Town Marathon),566
293,2005,Forest City Road Races Marathon,252
294,2005,Fredericton Marathon,78
295,2005,Lake Geneva Marathon,78
296,2005,Moab Marathon,95
297,2005,Rotorua Marathon,1678
298,2005,Belfast City Marathon,1418
299,2005,Avenue of the Giants Marathon,542
300,2005,Cincinnati Flying Pig Marathon,3741
301,2005,Frederick Marathon,521
302,2005,Lincoln Marathon,905
303,2005,Long Island Marathon,391
304,2005,Potomac River Run Marathon,104
305,2005,Race of Champions Marathon,84
306,2005,Vancouver International Marathon,4012
307,2005,Canton-St. Lawrence University Marathon,38
308,2005,Country Music Marathon,3689
309,2005,Kentucky Derby Festival Marathon,562
310,2005,Shiprock Marathon,77
311,2005,Trestle Valley Marathon,52
312,2005,Triple Crown Trail Marathon,75
313,2005,Whiskey Row Marathon,160
314,2005,Big Sur International Marathon,2871
315,2005,Lest We Forget Marathon,118
316,2005,Oklahoma City Memorial Marathon,1800
317,2005,Shakespeare Marathon,673
318,2005,St. John Ambulance Marathon,48
319,2005,Trail Marathon,118
320,2005,Pine Line Trail Marathon,73
321,2005,Salt Lake City Marathon,2905
322,2005,Boston Marathon,17549
323,2005,Germany to France Marathon,46
324,2005,London Marathon,35261
325,2005,New Jersey Marathon,1360
326,2005,Charlottesville Marathon,327
327,2005,Diablo Marathon & 50 mile Endurance Run,50
328,2005,Muir Woods Trail Marathon,38
329,2005,"Ocean City, MD Marathon",364
330,2005,Wenatchee Marathon,85
331,2005,Athens Marathon (Ohio),116
332,2005,Canberra Marathon,785
333,2005,Glass City Marathon,305
334,2005,GO! St. Louis Marathon,1607
335,2005,More Marathon,254
336,2005,Ohio River Road Runners Club Marathon,105
337,2005,Whidbey Island Marathon,220
338,2005,Napa Valley Trail Marathon,41
339,2005,Big-D Texas Marathon,420
340,2005,Guam Marathon,55
341,2005,Hogeye Marathon,55
342,2005,Andrew Jackson Marathon,38
343,2005,Eisenhower Marathon,145
344,2005,Golden Gate Marathon,45
345,2005,Rockin K Trail Marathon,48
346,2005,Yakima River Canyon Marathon,366
347,2005,Maraton Internacional Pampa Traviesa,197
348,2005,Easter Marathon Runoff,25
349,2005,Frisco High Line Marathon,14
350,2005,Grasslands Trail Run Marathon,33
351,2005,Great Southwest Marathon,33
352,2005,Tri-State Marathon,137
353,2005,Bataan Memorial Death March,1650
354,2005,Big Island International Marathon,151
355,2005,Knoxville Marathon,914
356,2005,Ocean Drive Marathon,304
357,2005,Seabrook Lucky Trail Marathon,94
358,2005,Catalina Marathon,575
359,2005,Cherry Blossom Festival Marathon,172
360,2005,Ellerbe Springs Marathon,113
361,2005,Martian Marathon,167
362,2005,Shamrock Sportsfest Marathon,1643
363,2005,Valley of the Sun Marathon,301
364,2005,Virginia Creeper Marathon,100
365,2005,B&A Trail Marathon,219
366,2005,Cayman Islands Marathon,15
367,2005,City of Los Angeles Marathon (L.A. Marathon),19985
368,2005,Little Rock Marathon,1020
369,2005,Lower Potomac River Marathon,100
370,2005,Napa Valley Marathon,1595
371,2005,Greenway Trail Marathon,58
372,2005,New Plymouth Marathon,165
373,2005,Palo Alto Vista Trail Run,5
374,2005,Umstead Trail Marathon,131
375,2005,Black Mountain Marathon,109
376,2005,Hong Kong Marathon,2989
377,2005,Hudson Mohawk Marathon,50
378,2005,Hyannis Marathon,254
379,2005,New Orleans Mardi Gras Marathon,1966
380,2005,Antarctica Marathon,176
381,2005,Cowtown Marathon,637
382,2005,"""Last Chance for Boston"" Marathon",99
383,2005,Desert Classic Marathon,103
384,2005,Pensacola Marathon,111
385,2005,Tallahassee Marathon,129
386,2005,Washington's Birthday Marathon,141
387,2005,Birch Bay Marathon,32
388,2005,Myrtle Beach Marathon,1346
389,2005,San Miguel Buzz Marathon,31
390,2005,Austin Marathon,4967
391,2005,Mercedes Marathon,674
392,2005,Valentine Marathon,61
393,2005,Buller Marathon,115
394,2005,Surfside Beach Marathon,62
395,2005,Gasparilla Distance Classic,1051
396,2005,Surf City Marathon (prev. Pacific Shoreline Marathon),705
397,2005,Death Valley Trail Marathon,136
398,2005,Tybee Marathon,302
399,2005,Trailbreaker Marathon,129
400,2005,Callaway Gardens Marathon,44
401,2005,China Coast Marathon,250
402,2005,Las Vegas International Marathon,2188
403,2005,Miami Marathon,1762
404,2005,Ocala Marathon,181
405,2005,Florida Gulf Beaches Marathon,338
406,2005,Maratón del Desierto,21
407,2005,Orlando Xtreme Marathon,28
408,2005,Bermuda Marathon,179
409,2005,Carlsbad Marathon,1391
410,2005,Houston Marathon,5727
411,2005,Lost Dutchman Marathon,272
412,2005,Mississippi Marathon,160
413,2005,Museum of Aviation Foundation Marathon,146
414,2005,Cadbury Glass Marathon,49
415,2005,Disney World Marathon,7726
416,2005,Rock 'n' Roll Arizona Marathon,7166
417,2005,First Light Marathon,206
418,2005,Redding Marathon,66
419,2005,Texas Marathon,114
420,2006,Run for the Ranch Marathon,50
421,2006,Christmas Marathon,29
422,2006,Drake Well Marathon,20
423,2006,Jacksonville Marathon,898
424,2006,Dallas White Rock Marathon,3507
425,2006,Honolulu Marathon,24573
426,2006,Las Vegas Marathon,5903
427,2006,Tucson Marathon,1149
428,2006,Charlotte's Thunder Road Marathon,840
429,2006,Kiawah Island Marathon,910
430,2006,Rocket City Marathon,950
431,2006,California International Marathon,3789
432,2006,Cayman Islands Marathon,48
433,2006,Luton Marathon,455
434,2006,Marathon of the Palm Beaches,614
435,2006,Baton Rouge Beach Marathon,150
436,2006,Death Valley Borax Marathon,153
437,2006,Memphis Marathon,1535
438,2006,Reggae Marathon,153
439,2006,Tecumseh Trail Marathon,426
440,2006,Seattle Marathon,2052
441,2006,Space Coast Marathon,141
442,2006,Mississippi Coast Marathon,128
443,2006,North Central Trail Marathon,320
444,2006,Atlanta Marathon,573
445,2006,Gobbler Grind Marathon,185
446,2006,Harpeth Hills Flying Monkey Marathon,96
447,2006,Philadelphia Marathon,6119
448,2006,Route 66 Marathon,1237
449,2006,X-Country Marathon,48
450,2006,Louisiana Trails Marathon,10
451,2006,Oklahoma Marathon,85
452,2006,Valley of Fire Marathon,112
453,2006,White River Marathon for Kenya (prev Mountain Home Marathon for Kenya),44
454,2006,Harrisburg Marathon,472
455,2006,OBX Marathon,1517
456,2006,San Antonio Marathon-Marathon of the Americas,988
457,2006,Chickamauga Battlefield Marathon,323
458,2006,Richmond Marathon,2917
459,2006,City of Trees Marathon,277
460,2006,Inland Trail Marathon,78
461,2006,Marshall University Marathon,288
462,2006,Moncton Legs for Literacy Marathon,139
463,2006,New York City Marathon,37936
464,2006,Santa Clarita Marathon,319
465,2006,Avalon Park Marathon,55
466,2006,Midsouth Marathon,151
467,2006,Stinson Beach Marathon,69
468,2006,Stone Cat Marathon and 50 Mile Trail Races,134
469,2006,Woodside Sequoia Trail Marathon,10
470,2006,Dublin Marathon,8142
471,2006,Auckland Marathon,1061
472,2006,Blue Springs Trail Marathon,50
473,2006,Cape Cod Marathon,970
474,2006,Detroit Free Press International Marathon,3880
475,2006,Grand Rapids Marathon,734
476,2006,Hallow's Eve Trail Marathon,51
477,2006,Marine Corps Marathon,20879
478,2006,Miracle Match Marathon,115
479,2006,Silicon Valley Marathon,894
480,2006,Snowdonia Marathon,1046
481,2006,Spinx Run Fest,153
482,2006,Tri-Cities Marathon,156
483,2006,Napa Valley Wine Country Trail Marathon,21
484,2006,Old Mulkey Marathon,40
485,2006,Ridge to Bridge Marathon,40
486,2006,Chicago Marathon,33618
487,2006,Duke City Marathon,240
488,2006,Kennebecasis Challenge Marathon,78
489,2006,Louisville Marathon,280
490,2006,Mystic Places Marathon,565
491,2006,Niagara Falls International Marathon,815
492,2006,Nike 26.2 = Nike Women's Marathon,3974
493,2006,On the Road for Education,95
494,2006,Wichita Marathon,324
495,2006,Breakers Marathon,327
496,2006,Green Mountain Marathon,194
497,2006,Halloween Marathon,31
498,2006,Indianapolis Marathon,593
499,2006,Siouxland Lewis & Clark Marathon (IA),118
500,2006,Atlantic City Marathon,92
501,2006,Bay State Marathon,677
502,2006,Cardiff Marathon,1246
503,2006,Columbus Marathon,3764
504,2006,Des Moines Marathon,1027
505,2006,Dupont Forest Trail Marathon,124
506,2006,Humboldt Redwoods Marathon,119
507,2006,Leicester Marathon,146
508,2006,Long Beach International City Marathon,2053
509,2006,Mount Desert Island marathon,563
510,2006,New Denver Marathon,1187
511,2006,Prince Edward Island Marathon,171
512,2006,Spokane Series Marathon,107
513,2006,Toronto Marathon,1583
514,2006,Baltimore Marathon,2149
515,2006,Hartford Marathon,1285
516,2006,Marathon 2 Marathon,57
517,2006,WhistleStop Marathon,608
518,2006,Bizz Johnson Trail Marathon,353
519,2006,Crazy Horse Marathon,55
520,2006,Durango Marathon,183
521,2006,Melbourne Marathon,1712
522,2006,Mohawk-Hudson River Marathon,421
523,2006,Mt. Rushmore Marathon,125
524,2006,Okanagan Marathon,694
525,2006,Ottawa Fall Colours Marathon,105
526,2006,Steamtown Marathon,1672
527,2006,Towpath Marathon,354
528,2006,Valley Harvest Marathon,101
529,2006,Victoria Marathon,1839
530,2006,Westchester Marathon,167
531,2006,Big Sur Trail Marathon,43
532,2006,Golden Hills Trail Marathon,78
533,2006,Kansas City Marathon,651
534,2006,Leavenworth Oktoberfest Marathon,49
535,2006,St. George Marathon,4761
536,2006,Triple Lakes Trail Race,87
537,2006,Auburn Marathon,72
538,2006,Clarendon Way Marathon,305
539,2006,Johnstown Marathon,98
540,2006,Lakefront Marathon,1908
541,2006,Loch Ness Marathon,1233
542,2006,Maine Marathon,740
543,2006,Marathon de Rimouski,137
544,2006,PEC Marathon,251
545,2006,Portland Marathon,7719
546,2006,Sacramento CowTown Marathon,219
547,2006,the county marathon,251
548,2006,Twin Cities Marathon,8215
549,2006,Wineglass Marathon,606
550,2006,Akron Marathon,1038
551,2006,Arkansas Marathon,38
552,2006,Lake Tahoe Marathon,377
553,2006,New Hampshire Marathon,231
554,2006,Boulder Backroads Marathon,505
555,2006,Clarence Demar Marathon,312
556,2006,Fox Cities Marathon,729
557,2006,Lewis and Clark Marathon (MT),66
558,2006,Mount Greylock Trail Marathon,67
559,2006,Omaha Marathon,294
560,2006,Quad Cities Marathon,527
561,2006,Toronto Waterfront Marathon,1841
562,2006,Flagstaff Marathon,21
563,2006,San Pablo Bay Trail Run,8
564,2006,Top of Utah Marathon,1560
565,2006,Adirondack Marathon,208
566,2006,Dutchess County Classic Marathon,55
567,2006,Lewis & Clark Marathon (MO),435
568,2006,Maui Marathon,985
569,2006,Montana Governor's Cup Marathon,123
570,2006,New Forest Marathon,366
571,2006,Newfoundland Provincial Marathon,52
572,2006,Rochester Marathon,454
573,2006,Sydney Marathon,1217
574,2006,Treherne Marathon,49
575,2006,Two Bear Marathon,86
576,2006,Yonkers Marathon,102
577,2006,Air Force Marathon,1378
578,2006,Bismarck Marathon,80
579,2006,Equinox Marathon,318
580,2006,North Country Trail Run,93
581,2006,Shore to Shore Marathon,43
582,2006,Walker/North Country Races,94
583,2006,Erie Marathon at Presque Isle,401
584,2006,Lake Ainslie Marathon,28
585,2006,Montreal International Marathon,1136
586,2006,Oil Sands Marathon,23
587,2006,Pride of Canada Marathon,27
588,2006,Regina Queen City Marathon,440
589,2006,Robin Hood Marathon,1118
590,2006,Skagit Flats Marathon,147
591,2006,Stowe Marathon,102
592,2006,Lake City Marathon,74
593,2006,Mid Mountain Marathon,158
594,2006,Moose Mountain Marathon,84
595,2006,Odyssey Trail Marathon,11
596,2006,Superior Trail Marathon,84
597,2006,American Discovery Trail Marathon,187
598,2006,Heart of America Marathon,113
599,2006,Turtle Marathon,22
600,2006,Monster Trail Marathon,22
601,2006,Moray Marathon,128
602,2006,New Mexico Marathon,206
603,2006,Tupelo Marathon,178
604,2006,Wolverhampton City Marathon,218
605,2006,Pocatello Marathon,180
606,2006,Adelaide Festival City Marathon,200
607,2006,Longford Marathon,235
608,2006,Mudgee Marathon,32
609,2006,Quebec City Marathon/Marathon des Deux Rives,742
610,2006,Hawke's Bay Marathon,110
611,2006,Mesa Falls Marathon,133
612,2006,Park City Marathon,302
613,2006,Run With the Horses Marathon,65
614,2006,Self-Transcendence Marathon,599
615,2006,Alice Springs Marathon,37
616,2006,Humpy's Classic Marathon,173
617,2006,LEADING LADIES' MARATHON,132
618,2006,Pikes Peak Marathon,698
619,2006,Silver State Marathon,103
620,2006,Yellowknife Marathon,28
621,2006,Grizzly Marathon,100
622,2006,Haulin' Aspen Trail Marathon,120
623,2006,Isle of Man Marathon,72
624,2006,Marathon by the Sea,125
625,2006,Crater Lake Marathon,115
626,2006,Edmonton Centennial Marathon,348
627,2006,Loop The Lake,19
628,2006,Paavo Nurmi Marathon (USA),276
629,2006,Townsville Marathon,71
630,2006,Yukon River Trail Marathon,46
631,2006,Frank Maier Marathon,43
632,2006,Outgames Marathon,92
633,2006,Carrollton Festival of Races,42
634,2006,Cities Marathon,95
635,2006,The San Francisco Marathon,4021
636,2006,Warrumbungle Marathon,6
637,2006,Grand Island Trail Marathon,264
638,2006,Jay Mountain Marathon,242
639,2006,Kilauea Volcano Wilderness Runs,122
640,2006,White River 50 Mile,124
641,2006,Around the Lake Marathon,70
642,2006,Deseret Morning News/KJZZ-TV Marathon,547
643,2006,Fairlands Valley Challenge,188
644,2006,Gateway To The Pacific Marathon,29
645,2006,Nova Scotia Marathon,25
646,2006,Gay Games Marathon,141
647,2006,Friendly Massey Marathon,63
648,2006,Paul Bunyan Marathon ,261
649,2006,Half Voyageur Trail Marathon,139
650,2006,University of Okoboji Marathon,79
651,2006,Calgary Marathon,828
652,2006,Copper Man Marathon,13
653,2006,SEAFAIR Marathon,550
654,2006,Grandfather Mountain Marathon,347
655,2006,Knee Knackering North Shore Trail Run,190
656,2006,Knysna Forest Marathon,573
657,2006,Foot Traffic Flat Marathon,72
658,2006,Gold Coast Airport Marathon,2239
659,2006,Perth Marathon,298
660,2006,Leadville Trail Marathon,238
661,2006,Pacific Crest Marathon,127
662,2006,Estes Park Marathon,147
663,2006,Johnny Miles Marathon,93
664,2006,Manitoba Marathon,765
665,2006,Swan Lake Marathon,25
666,2006,Traralgon Marathon,46
667,2006,Boogie Marathon,55
668,2006,Grandma's Marathon,6909
669,2006,Marathon-to-Marathon,114
670,2006,Mayor's Marathon,1546
671,2006,Edge to Edge Marathon,90
672,2006,Edinburgh Marathon,4090
673,2006,Kona Marathon,386
674,2006,Lake Placid Marathon,205
675,2006,North Olympic Discovery Marathon,391
676,2006,Soft Sand Marathon,13
677,2006,Walk With Me Marathon,170
678,2006,Footstock Race Weekend,33
679,2006,Hatfield-McCoy Marathon,201
680,2006,"Maryville Marathon, The Chamber Country Classic",26
681,2006,Teton DAM Marathon,83
682,2006,Blackpool Marathon,627
683,2006,Casper Wyoming Marathon,105
684,2006,City of Christchurch Marathon,374
685,2006,Deadwood-Mickelson Trail Marathon,375
686,2006,Marathon de la Baie,30
687,2006,Rock 'n' Roll Marathon,15771
688,2006,San Juan Island Marathon,60
689,2006,Steamboat Marathon,325
690,2006,Forest of Nisene Marks Marathon,68
691,2006,God's Country Marathon,156
692,2006,Governor's Cup Marathon,149
693,2006,Green River Marathon,35
694,2006,Newport Marathon,713
695,2006,Ridge Runner Races,50
696,2006,Salt Lake City Marathon,1946
697,2006,Sunburst Marathon,567
698,2006,Buffalo Marathon,614
699,2006,Coeur d' Alene Marathon,311
700,2006,Madison Marathon (Mad City Marathon),780
701,2006,Med-City Marathon,123
702,2006,NipMuck Trail Marathon,142
703,2006,Ottawa Marathon (National Capital Race Weekend),3243
704,2006,Saskatchewan Marathon,151
705,2006,Vermont City Marathon,2493
706,2006,Wickham Park Marathon,13
707,2006,Wyoming Marathon,80
708,2006,Andy Payne Marathon,46
709,2006,Bayshore Marathon,1224
710,2006,Berryman Marathon,87
711,2006,Lakeland Runaway Marathon,4
712,2006,NAIA Marathon Championships - Men,42
713,2006,NAIA Marathon Championships - Women,25
714,2006,Prince of Wales Island International Marathon,20
715,2006,Blue Nose International Marathon,300
716,2006,Bunbury Marathon,89
717,2006,Capital City Marathon,455
718,2006,Cleveland Marathon,1794
719,2006,Colorado Colfax Marathon,797
720,2006,Delaware Marathon,505
721,2006,Green Bay Marathon,1369
722,2006,Peach City Marathon,93
723,2006,Red Deer Marathon,251
724,2006,Sugarloaf Marathon,281
725,2006,Fargo Marathon,972
726,2006,Idaho Great Potato Marathon,134
727,2006,Olathe Marathon,237
728,2006,Palos Verdes Marathon,316
729,2006,Twisted Ankle Trail Marathon and Half,91
730,2006,Central States Marathon,12
731,2006,Forest City Road Races Marathon,191
732,2006,Fredericton Marathon,91
733,2006,Halstead Marathon ,283
734,2006,Mississauga Marathon,1520
735,2006,Brookings Marathon,134
736,2006,Journeys Marathon,112
