,year,marathon_name,participant_count
2350,2010,New York City Marathon,44704
2351,2010,Rails to Trails Marathon,273
2352,2010,Road2Hope Hamilton Marathon,1120
2353,2010,Santa Clarita Marathon,342
2354,2010,Two Cities Marathon,741
2355,2010,Grand Canyon Marathon,94
2356,2010,Indianapolis Monumental Marathon,2464
2357,2010,Lithia Loop Trail Marathon,171
2358,2010,Midsouth Marathon,152
2359,2010,Santa Barbara International Marathon,998
2360,2010,Stinson Beach Marathon,56
2361,2010,Stone Cat Marathon and 50 Mile Trail Races,160
2362,2010,Auckland Marathon,2049
2363,2010,Cape Cod Marathon,829
2364,2010,Marine Corps Marathon,21874
2365,2010,Silicon Valley Marathon,652
2366,2010,Tri-Cities Marathon,257
2367,2010,Hoover Dam Marathon,104
2368,2010,Marathoning for Miracles,54
2369,2010,Napa Valley Wine Country Trail Marathon,20
2370,2010,Ridge to Bridge Marathon,265
2371,2010,Snowdonia Marathon,1264
2372,2010,Spinx Run Fest,604
2373,2010,Summit Credit Union Haunted Hustle Marathon,354
2374,2010,Dublin Marathon,10694
2375,2010,Columbia Gorge Marathon,257
2376,2010,Halloween Marathon,6
2377,2010,Inland Trail Marathon,100
2378,2010,Moncton Legs for Literacy Marathon,136
2379,2010,Niagara Falls International Marathon,1051
2380,2010,On the Road for Education,127
2381,2010,Paso Robles Harvest Marathon,92
2382,2010,Wisconsin Dells Marathon & Half Marathon,279
2383,2010,"""Running for the bay!"" Marathon",237
2384,2010,Columbia River Power Marathon,66
2385,2010,Frankenthon Monster Marathon,144
2386,2010,Mankato Marathon,579
2387,2010,Asbury Park Relay Marathon,87
2388,2010,Atlantic City Marathon,502
2389,2010,Bay State Marathon,1562
2390,2010,Breakers Marathon,1009
2391,2010,Columbus Marathon,4174
2392,2010,Des Moines Marathon,1632
2393,2010,Detroit Free Press International Marathon,3227
2394,2010,Duke City Marathon,379
2395,2010,Grand Rapids Marathon,1588
2396,2010,Green Mountain Marathon,416
2397,2010,Humboldt Redwoods Marathon,206
2398,2010,Kennebecasis Challenge Marathon,45
2399,2010,Kielder Marathon,934
2400,2010,Long Beach International City Marathon,3476
2401,2010,Louisville Marathon,154
2402,2010,Mount Desert Island marathon,787
2403,2010,Mount Lemmon Marathon,394
2404,2010,Nike 26.2 = Nike Women's Marathon,4788
2405,2010,Poulsbo Marathon,33
2406,2010,Prince Edward Island Marathon,265
2407,2010,Rock N Roll Denver Marathon,2894
2408,2010,Toronto Marathon,1935
2409,2010,Arkansas Marathon,19
2410,2010,Baltimore Marathon,3359
2411,2010,Endurancelife Coastal Trail Series Marathon - Dorset,72
2412,2010,Indianapolis Marathon,900
2413,2010,Kansas City Marathon,1425
2414,2010,Medoc Trail Marathon,117
2415,2010,The North Face Endurance Challenge - Atlanta,63
2416,2010,Bizz Johnson Trail Marathon,213
2417,2010,California Wine Country Marathon,223
2418,2010,Century Marathon,31
2419,2010,Chicago Marathon,36159
2420,2010,City of Trees Marathon,211
2421,2010,Friends of the Falling Waters Trail - Wild Life Marathon,51
2422,2010,Honest Abe Trail Run - Marathon & 14k,14
2423,2010,Leicester Marathon,578
2424,2010,Melbourne Marathon,5053
2425,2010,Mohawk-Hudson River Marathon,846
2426,2010,Mystery Mountain Marathon,63
2427,2010,Okanagan Marathon,452
2428,2010,Portland Marathon,7817
2429,2010,Prairie Fire Wichita Marathon,551
2430,2010,Run Mother Road Marathon,522
2431,2010,Spokane Series Marathon,132
2432,2010,Steamtown Marathon,1945
2433,2010,The Tyler Rose Marathon,245
2434,2010,Towpath Marathon,600
2435,2010,Valley Harvest Marathon,123
2436,2010,Victoria Marathon,2756
2437,2010,Golden Hills Trail Marathon,142
2438,2010,Hartford Marathon,2208
2439,2010,Layton Marathon,296
2440,2010,Marathon Makeover Marathon,186
2441,2010,Ottawa Fall Colours Marathon,105
2442,2010,Prairie State Marathon,130
2443,2010,Run The Rock Marathon,9
2444,2010,Trapline Marathon,23
2445,2010,Triple Lakes Trail Race,92
2446,2010,WhistleStop Marathon,682
2447,2010,YMCA Stone Bridge Marathon,24
2448,2010,Blue Sky Marathon,73
2449,2010,Boulder Backroads Marathon,242
2450,2010,Camarillo Marathon,235
2451,2010,Clarendon Way Marathon,391
2452,2010,Eagle Creek Trail Marathon,38
2453,2010,Jersey Marathon,316
2454,2010,Johnstown Marathon,80
2455,2010,Lakefront Marathon,1903
2456,2010,Lewis & Clark Marathon (MO),768
2457,2010,Loch Ness Marathon,2488
2458,2010,Maine Marathon,982
2459,2010,Marathon de Rimouski,200
2460,2010,PEC Marathon,231
2461,2010,Red White and Blue 26.2,56
2462,2010,Rockfest Marathon,381
2463,2010,Run Crazy Horse,99
2464,2010,Twin Cities Marathon,8211
2465,2010,White Tail Trail Marathon,37
2466,2010,Wineglass Marathon,1486
2467,2010,Freedom's Run,564
2468,2010,Hamptons Marathon,344
2469,2010,Leavenworth Oktoberfest Marathon,115
2470,2010,New Hampshire Marathon,240
2471,2010,Southern Tennessee Plunge Marathon,48
2472,2010,St. George Marathon,5697
2473,2010,West Texas CrossRoads Marathon,54
2474,2010,Adirondack Marathon,361
2475,2010,Bellingham Bay Marathon,401
2476,2010,Clarence Demar Marathon,305
2477,2010,Kenai River Marathon,34
2478,2010,Lake Tahoe Marathon,375
2479,2010,Mooathon,18
2480,2010,New Forest Marathon,496
2481,2010,Newfoundland Provincial Marathon,68
2482,2010,Omaha Marathon,608
2483,2010,Quad Cities Marathon,696
2484,2010,Toronto Waterfront Marathon,2667
2485,2010,Winthrop Road Marathon,98
2486,2010,Akron Marathon,1515
2487,2010,American Birkebeiner Trail Run,73
2488,2010,Big Sur Trail Marathon,33
2489,2010,Endurancelife Coastal Trail Series - Isle of Wight Marathon,34
2490,2010,Flagstaff Marathon,64
2491,2010,Run WoodStock,44
2492,2010,Cape Breton Fiddlers Run Marathon,30
2493,2010,Farnham Pilgrims' Marathon,253
2494,2010,Fox Cities Marathon,893
2495,2010,Fox Valley Marathon,478
2496,2010,Maui Marathon,793
2497,2010,Montana Governor's Cup Marathon,172
2498,2010,MountainAir Marathon,63
2499,2010,Thunder Bay Marathon - Miles with the Giant,113
2500,2010,Yonkers Marathon,132
2501,2010,Air Force Marathon,2416
2502,2010,Bismarck Marathon,199
2503,2010,Equinox Marathon,434
2504,2010,Odyssey Trail Marathon,31
2505,2010,Oktoberfest Marathon,108
2506,2010,Salmon Marathon,129
2507,2010,The Lydiard Legend Marathon,166
2508,2010,The North Face Endurace Callenge - Madison,96
2509,2010,Top of Utah Marathon,1837
2510,2010,Walker/North Country Races,63
2511,2010,Bacchus Marathon,38
2512,2010,Erie Marathon at Presque Isle,468
2513,2010,Lehigh Valley Hospital Marathon for Via,325
2514,2010,Regina Queen City Marathon,496
2515,2010,Robin Hood Marathon,1567
2516,2010,Rochester Marathon,573
2517,2010,Sioux Falls Marathon,237
2518,2010,Skagit Flats Marathon,196
2519,2010,Treherne Marathon,57
2520,2010,Two Bear Marathon,88
2521,2010,Lake City Marathon,87
2522,2010,Little Grand Canyon,121
2523,2010,Mid Mountain Marathon,275
2524,2010,Moose Mountain Marathon,115
2525,2010,Patriots' Run,71
2526,2010,Two2go Lee Valley Trail Marathon,244
2527,2010,American Discovery Trail Marathon,377
2528,2010,Heart of America Marathon,234
2529,2010,Turtle Marathon,39
2530,2010,Monster Trail Marathon,32
2531,2010,Montreal International Marathon,2066
2532,2010,Moray Marathon,164
2533,2010,The Kauai Marathon,343
2534,2010,Tupelo Marathon,249
2535,2010,Wolverhampton City Marathon,289
2536,2010,Beaver Island Marathon,48
2537,2010,Buckeye Marathon,18
2538,2010,Hawke's Bay Marathon,86
2539,2010,Pocatello Marathon,319
2540,2010,Galway City Marathon,206
2541,2010,Guernsey Marathon,141
2542,2010,Longford Marathon,204
2543,2010,Perth CIty to Surf Marathon,830
2544,2010,Quebec City Marathon/Marathon des Deux Rives,926
2545,2010,Shepparton Marathon,67
2546,2010,The Santa Rosa Marathon,184
2547,2010,Eisenbahn Marathon,136
2548,2010,Mesa Falls Marathon,214
2549,2010,North Country Trail Run,187
2550,2010,Provo River Relay Marathon,34
2551,2010,Self-Transcendence Marathon,402
2552,2010,Drake Well Marathon,84
2553,2010,Edmonton Centennial Marathon,548
2554,2010,Geraldton Marathon,9
2555,2010,Mudgee Marathon,43
2556,2010,Pikes Peak Marathon,688
2557,2010,Extraterrestrial Full Moon Midnight Marathon,172
2558,2010,Park City Marathon,442
2559,2010,Run With the Horses Marathon,75
2560,2010,Adelaide Festival City Marathon,354
2561,2010,Alice Springs Marathon,32
2562,2010,Big Wild Life Runs Marathon (prev. Humpy's Classic Marathon),320
2563,2010,LEADING LADIES' MARATHON,124
2564,2010,Yellowknife Marathon,9
2565,2010,Crater Lake Marathon,89
2566,2010,Fallsburg Marathon and Half Marathon,80
2567,2010,Paavo Nurmi Marathon (USA),182
2568,2010,Haulin' Aspen Trail Marathon,156
2569,2010,Isle of Man Marathon,111
2570,2010,Marathon by the Sea,59
2571,2010,The Blister in the Sun Marathon,12
2572,2010,Townsville Marathon,101
2573,2010,Grand Island Trail Marathon,261
2574,2010,Northwest Passage Marathon,2
2575,2010,Yukon River Trail Marathon,42
2576,2010,Australian Outback Marathon,91
2577,2010,Frank Maier Marathon,64
2578,2010,Grizzly Marathon,76
2579,2010,Around the Lake Marathon,122
2580,2010,Carrollton Festival of Races,122
2581,2010,Cities Marathon,218
2582,2010,Light at the End of the Tunnel Marathon,70
2583,2010,Madison Marathon (MT),26
2584,2010,Nova Scotia Marathon,36
2585,2010,The San Francisco Marathon,5942
2586,2010,Deseret Morning News/KJZZ-TV Marathon,598
2587,2010,Fairlands Valley Challenge,280
2588,2010,Friendly Massey Marathon,52
2589,2010,Kendall Mountain Marathon,8
2590,2010,Make It By Midnight Marathon,23
2591,2010,University of Okoboji Marathon,118
2592,2010,Flatlanders Marathon,32
2593,2010,Missoula Marathon,1301
2594,2010,Grandfather Mountain Marathon,377
2595,2010,Half Voyageur Trail Marathon,113
2596,2010,King Salmon Marathon,21
2597,2010,Knysna Forest Marathon,662
2598,2010,Foot Traffic Flat Marathon,395
2599,2010,Gold Coast Airport Marathon,4521
2600,2010,Leadville Trail Marathon,327
2601,2010,Stars and Stripes Marathon,15
2602,2010,Harbour Capital Marathon,387
2603,2010,Kona Marathon,264
2604,2010,Pichi Richi Marathon,39
2605,2010,The North Devon AONB Marathon,135
2606,2010,Pacific Crest Marathon,214
2607,2010,Portumna Forest Park Marathon,35
2608,2010,Rock 'n' Roll Seattle Marathon,4080
2609,2010,Run Charlevoix Marathon,343
2610,2010,Running With The Devil Marathon,44
2611,2010,Johnny Miles Marathon,96
2612,2010,Manitoba Marathon,679
2613,2010,Perth Marathon,430
2614,2010,Grandma's Marathon,5613
2615,2010,Keyes Peak Trail Marathon,38
2616,2010,Mayo Midnight Marathon,23
2617,2010,Mayor's Marathon,851
2618,2010,"Niagara Ultra 50k, full and half marathons",185
2619,2010,1/2 Sauer 1/2 Kraut Marathon,171
2620,2010,Edge to Edge Marathon,149
2621,2010,Estes Park Marathon,106
2622,2010,Lake Placid Marathon,376
2623,2010,Macleay River Marathon,104
2624,2010,Swan Lake Marathon,87
2625,2010,Bear Lake Marathon,109
2626,2010,Boogie Marathon,71
2627,2010,Hatfield-McCoy Marathon,225
2628,2010,Indian/Celina Challenge,18
2629,2010,Marathon-to-Marathon,171
2630,2010,"Maryville Marathon, The Chamber Country Classic",66
2631,2010,Run the Caldera Marathon,72
2632,2010,South Downs Marathon,583
2633,2010,Teton DAM Marathon,127
2634,2010,Utah Valley Marathon,1392
2635,2010,Bear Lake Idaho Marathon,73
2636,2010,Cork City Marathon,1427
2637,2010,Casper Wyoming Marathon,153
2638,2010,City of Christchurch Marathon,620
2639,2010,Deadwood-Mickelson Trail Marathon,327
2640,2010,Fallen 4 Marathon,38
2641,2010,Lewis and Clark Marathon (MT),70
2642,2010,Marathon de la Baie,13
2643,2010,Minneapolis Marathon,1120
2644,2010,NipMuck Trail Marathon,110
2645,2010,North Olympic Discovery Marathon,396
2646,2010,Rock 'n' Roll Marathon,10625
2647,2010,San Juan Island Marathon,44
2648,2010,Steamboat Marathon,344
2649,2010,Traralgon Marathon,65
2650,2010,Forest of Nisene Marks Marathon,69
2651,2010,God's Country Marathon,147
2652,2010,Green River Marathon,149
2653,2010,Newport Marathon,643
2654,2010,Ridge Runner Races,48
2655,2010,Sunburst Marathon,744
2656,2010,The North Face Endurance Challenge - Washington DC,112
2657,2010,Timberline Marathon,81
2658,2010,Chester Marathon,728
2659,2010,Andy Payne Marathon,79
2660,2010,Buffalo Marathon,898
2661,2010,Calgary Marathon,836
2662,2010,Coeur d' Alene Marathon,403
2663,2010,Great Midwest Marathon,21
2664,2010,Madison Marathon (Mad City Marathon),1369
2665,2010,Med-City Marathon,217
2666,2010,Memorial Day Marathon,108
2667,2010,Ottawa Marathon (National Capital Race Weekend),3859
2668,2010,Saskatchewan Marathon,195
2669,2010,Stillwater Marathon,373
2670,2010,Vermont City Marathon,2735
2671,2010,Wickham Park Marathon,40
2672,2010,Wyoming Marathon,106
2673,2010,Bayshore Marathon,1497
2674,2010,NAIA Marathon Championships - Men,42
2675,2010,NAIA Marathon Championships - Women,27
2676,2010,Sehgahunda Trail Marathon,78
2677,2010,Blue Nose International Marathon,286
2678,2010,Edinburgh Marathon,9459
2679,2010,Horseshoe Lake Trail Run,18
2680,2010,Red Deer Marathon,178
2681,2010,Whitby International North Marathon,104
2682,2010,Cape Wrath Marathon,79
2683,2010,Des Plaines River Trail Marathon,37
2684,2010,Endurancelife Coastal Trail Series - Exmoor Marathon,186
2685,2010,Fargo Marathon,1884
2686,2010,Rock/Creek Scenic City Trail Marathon,160
2687,2010,White Peak Marathon,189
2688,2010,Bob Potts Heritage Rail Trail Marathon,333
2689,2010,Bunbury Marathon,42
2690,2010,Capital City Marathon,372
2691,2010,Cleveland Marathon,2387
2692,2010,Colorado Colfax Marathon,600
2693,2010,Delaware Marathon,555
2694,2010,Great Ocean Road Marathon,582
2695,2010,Green Bay Marathon,1790
2696,2010,Mississauga Marathon,1685
2697,2010,Pocono Mountain Run For The Red Marathon,667
2698,2010,Rockford Marathon,341
2699,2010,Sugarloaf Marathon,338
2700,2010,Windermere Marathon (UK),853
2701,2010,Berryman Marathon,77
2702,2010,Brookings Marathon,203
2703,2010,Idaho Great Potato Marathon,231
2704,2010,Ogden Marathon,1966
2705,2010,Palos Verdes Marathon,342
2706,2010,Sky Mesa Pass Trail,32
2707,2010,Twisted Ankle Trail Marathon and Half,90
2708,2010,Windermere Marathon,348
2709,2010,Colorado Marathon (prev. Fort Collins Old Town Marathon),975
2710,2010,Fredericton Marathon,179
2711,2010,Halstead Marathon ,508
2712,2010,Grand Valley Marathon,72
2713,2010,Journeys Marathon,120
2714,2010,Lake Geneva Marathon,112
2715,2010,Lake Wobegon Trail Marathon,196
2716,2010,Mother's Day Marathon,3
2717,2010,The North Face Endurance Challenge - Bear Mountain,65
2718,2010,Belfast City Marathon,5168
2719,2010,Avenue of the Giants Marathon,435
2720,2010,Cincinnati Flying Pig Marathon,4104
2721,2010,Cox Sports Providence Marathon,931
2722,2010,Eau Claire Marathon,230
2723,2010,Eugene Marathon,2333
2724,2010,Frederick Marathon,729
2725,2010,La Crosse Fitness Festival,244
2726,2010,Lincoln Marathon,1154
2727,2010,Long Island Marathon,562
2728,2010,New Jersey Marathon,1385
2729,2010,OC Marathon,1495
2730,2010,Pittsburgh Marathon,4011
2731,2010,Potomac River Run Marathon,153
2732,2010,Race of Champions Marathon,81
2733,2010,Reno's Rock-n-River Marathon,107
2734,2010,"Sudbury Rocks!!! Race, Run or Walk for Diabetes",47
2735,2010,Tacoma City Marathon,463
2736,2010,Three Forts Marathon,162
2737,2010,Vancouver International Marathon,3297
2738,2010,Illinois Marathon,1808
2739,2010,Muddy Marathon,4
2740,2010,River Towns Marathon,64
2741,2010,Rotorua Marathon,1902
2742,2010,Shiprock Marathon,119
2743,2010,"The Gusher Marathon, Half Marathon & 5K",155
2744,2010,Whiskey Row Marathon,190
2745,2010,Wild Wild West Marathon,52
2746,2010,Wisconsin Marathon,764
2747,2010,Big Sur International Marathon,3442
2748,2010,Earth Day Challenge Marathon,119
2749,2010,Glass City Marathon,455
2750,2010,London Marathon,36553
2751,2010,Marin County Marathon,81
2752,2010,Oklahoma City Memorial Marathon,2634
2753,2010,Shakespeare Marathon,844
2754,2010,St. John Ambulance Marathon,156
2755,2010,Trail Marathon,165
2756,2010,Blue Ridge Marathon on the Parkway,324
2757,2010,Country Music Marathon,765
2758,2010,Endurancelife Coastal Trail Series - Cornwall Marathon,117
2759,2010,Free State Trail Marathon,98
2760,2010,JailBreak Marathon,36
2761,2010,Kentucky Derby Festival Marathon,1442
2762,2010,Pine Line Trail Marathon,37
2763,2010,River Rat Marathon,9
2764,2010,Run for the Lakes,77
2765,2010,Trestle Valley Marathon,25
2766,2010,Triple Crown Trail Marathon,92
2767,2010,Boston Marathon,22540
2768,2010,Bungay Black Dog Marathon,210
2769,2010,Kansas Marathon,212
2770,2010,Mountain Maryland Marathon,113
2771,2010,River City Marathon,296
2772,2010,Skyline to the Sea,52
2773,2010,Andrew Jackson Marathon,88
2774,2010,Charlottesville Marathon,501
2775,2010,Frisco Marathon & Races,43
2776,2010,Gansett Marathon,54
2777,2010,Navarino Eco-Marathon,47
2778,2010,Salt Lake City Marathon,1115
2779,2010,Wenatchee Marathon,117
2780,2010,Athens Marathon (Ohio),172
2781,2010,Big-D Texas Marathon,598
2782,2010,Blackpool Marathon,621
2783,2010,Connemara International Marathon,475
2784,2010,GO! St. Louis Marathon,2080
2785,2010,Hogeye Marathon,137
2786,2010,Ohio River Road Runners Club Marathon,156
2787,2010,Southern Indiana Classic Marathon and Half Marathon,321
2788,2010,Taunton Marathon,209
2789,2010,Whidbey Island Marathon,246
2790,2010,Crawley Track Marathon,23
2791,2010,Davy Crockett Bear Chase,91
2792,2010,Eisenhower Marathon,176
2793,2010,Garden Spot Village Marathon,232
2794,2010,Kings Mountain Marathon,14
2795,2010,Labor of Love Marathon@ Lovell Canyon,49
2796,2010,Martian Marathon,416
2797,2010,Moab Marathon,43
2798,2010,Muir Woods Trail Marathon,30
2799,2010,Oz Marathon (prev. Olathe Marathon),322
2800,2010,North Pole Marathon,25
2801,2010,Easter Marathon Runoff,9
2802,2010,Golden Gate Marathon,34
2803,2010,Planet Adventure Trail Marathon,46
2804,2010,Rockin K Trail Marathon,60
2805,2010,Gopher Attack Marathon,32
2806,2010,A2A Arbuckles to Ardmore Race for Mercy,128
2807,2010,Guam Marathon,71
2808,2010,Knoxville Marathon,521
2809,2010,Oakland Marathon Running Festival,946
2810,2010,Ocean Drive Marathon,607
2811,2010,Virginia Creeper Marathon,95
2812,2010,Endurancelife Coastal Trail Series - Pembrokeshire Marathon,116
2813,2010,Napa Valley Trail Marathon,30
2814,2010,Trailbreaker Marathon,113
2815,2010,Yakima River Canyon Marathon,530
2816,2010,Bataan Memorial Death March,2614
2817,2010,Big Island International Marathon,195
2818,2010,City of Los Angeles Marathon (L.A. Marathon),22403
2819,2010,Georgia Marathon,2141
2820,2010,Seabrook Lucky Trail Marathon,252
2821,2010,Shamrock Sportsfest Marathon,2635
2822,2010,Tobacco Road Marathon,708
2823,2010,Wrightsville Beach Marathon,434
2824,2010,Grasslands Trail Run Marathon,36
2825,2010,National Marathon,2325
2826,2010,UHC North Carolina Marathon,302
2827,2010,Florida Sheriff's Youth Ranch Marathon,6
2828,2010,Lower Potomac River Marathon,119
2829,2010,A Run Through Time,108
2830,2010,Catalina Marathon,564
2831,2010,Ellerbe Springs Marathon,138
2832,2010,Larry Yeagle Trail Marathon,7
2833,2010,Antarctica Marathon,70
2834,2010,B&A Trail Marathon,266
2835,2010,Duchy Marathon,200
2836,2010,El Paso Marathon,279
2837,2010,Little Rock Marathon,1549
2838,2010,Napa Valley Marathon,1733
2839,2010,Greenway Trail Marathon,80
2840,2010,Mountain to Surf Marathon,253
2841,2010,Red Rock Canyon Marathon,142
2842,2010,Snickers Marathon Energy Bar Marathon,574
2843,2010,Umstead Trail Marathon,162
2844,2010,"""Last Chance for Boston"" Marathon",114
2845,2010,Gasparilla Distance Classic,2089
2846,2010,Hyannis Marathon,383
2847,2010,New Orleans Mardi Gras Marathon,3509
2848,2010,Black Mountain Marathon,124
2849,2010,Cowtown Marathon,1193
2850,2010,Endurancelife Coastal Trail Series - South Devon Marathon,170
2851,2010,Maple Leaf Indoor Marathon,16
2852,2010,TRC Post Oak Lodge Trail Marathon,138
2853,2010,XTERRA Thrill in the Hills Marathon Trail Run,77
2854,2010,26.2 with Donna: The National Marathon to Finish Breast Cancer,1710
2855,2010,Birch Bay Marathon,93
2856,2010,Ft. Lauderdale A1A Marathon,515
2857,2010,Hudson Mohawk Marathon,90
2858,2010,Pasadena Marathon,1078
2859,2010,Cross Timbers Trail Runs Marathon,51
2860,2010,Golden Gate Trail Run Marathon,25
2861,2010,Pilot Mountain Pay Back Marathon,45
2862,2010,Woolley Marathon,16
2863,2010,Arizona Marathon,141
2864,2010,Austin Marathon,3949
2865,2010,Five Points of Life Marathon,147
2866,2010,Lost Dutchman Marathon,471
2867,2010,Marathon Bahamas,62
2868,2010,Mercedes Marathon,888
2869,2010,Buller Marathon,200
2870,2010,San Miguel Buzz Marathon,54
2871,2010,Surfside Beach Marathon,179
2872,2010,Melbourne & Beaches Music Marathon,198
2873,2010,Surf City Marathon (prev. Pacific Shoreline Marathon),2349
2874,2010,Tallahassee Marathon,233
2875,2010,Death Valley Borax Marathon,167
2876,2010,Diamond Valley Lake Challenge,49
2877,2010,The Sedona Marathon,147
2878,2010,Callaway Gardens Marathon,126
2879,2010,Miami Marathon,2871
2880,2010,Miracle Match Marathon,171
2881,2010,Ocala Marathon,116
2882,2010,ONU Polar Bear Indoor Marathon,15
2883,2010,Thunderwolves Indoor Marathon,5
2884,2010,Bigfoot Snowshoe Festival,10
2885,2010,Desert Classic Marathon,106
2886,2010,Carlsbad Marathon,1194
2887,2010,Icebreaker Indoor Marathon,90
2888,2010,Maui Oceanfront Marathon,218
2889,2010,Yuma Territorial Marathon and Half Marathon,53
2890,2010,Bermuda Marathon,100
2891,2010,Houston Marathon,6340
2892,2010,Redding Marathon,165
2893,2010,Rock 'n' Roll Arizona Marathon,5691
2894,2010,Museum of Aviation Foundation Marathon,184
2895,2010,Cadbury Glass Marathon,126
2896,2010,Disney World Marathon,16874
2897,2010,First Light Marathon,437
2898,2010,USA Fit Marathon,192
2899,2010,Zoom! Yah! Yah! Indoor Marathon,41
2900,2010,Fat Ass Marathon,7
2901,2010,Mississippi Blues Marathon,558
2902,2010,Running from an Angel Marathon,69
2903,2010,Watchung Winter Marathon,12
2904,2010,Athens Big Fork Trail Marathon,43
2905,2010,Texas Marathon,245
2906,2011,Last Chance Marathon,74
2907,2011,New Year's Eve Marathon,152
2908,2011,Operation Jack Marathon,104
2909,2011,Jacksonville Marathon,824
2910,2011,Run for the Ranch Marathon,171
2911,2011,fortitude for first descents marathon,56
2912,2011,Otter Creek Trail Marathon,60
2913,2011,Bryan/College Station Marathon,407
2914,2011,Double Decker Marathon,48
2915,2011,Fitness Fiesta Marathon,89
2916,2011,Honolulu Marathon,19078
2917,2011,Mangrove Marathon,108
2918,2011,Tucson Marathon,971
2919,2011,Kiawah Island Marathon,761
2920,2011,Rehoboth Seashore Marathon,637
2921,2011,Rocket City Marathon,1130
2922,2011,Roxbury Marathon,91
2923,2011,California International Marathon,5755
2924,2011,Cayman Islands Marathon,96
2925,2011,Dallas Marathon (formerly the Dallas White Rock Marathon),4544
2926,2011,Las Vegas Marathon,3766
2927,2011,Palm Beaches Marathon Festival,527
2928,2011,Run Barbados Festival Marathon,68
2929,2011,St. Croix International Marathon,9
2930,2011,Three Bridges Marathon,43
2931,2011,Baton Rouge Beach Marathon,301
2932,2011,Memphis Marathon,2357
2933,2011,Reggae Marathon,126
2934,2011,Tecumseh Trail Marathon,636
2935,2011,The North Face Endurance Challenge - San Francisco,166
2936,2011,Antarctic Ice Marathon,32
2937,2011,Seattle Marathon,2047
2938,2011,Space Coast Marathon,886
2939,2011,Ghost of Seattle Marathon,100
2940,2011,Mississippi Coast Marathon,116
2941,2011,North Central Trail Marathon,424
2942,2011,Wishbone Run Marathon,67
2943,2011,The Wattle Waddle,63
2944,2011,Brooklyn Marathon,262
2945,2011,Bucks County Marathon,295
2946,2011,Gobbler Grind Marathon,239
2947,2011,Harpeth Hills Flying Monkey Marathon,275
2948,2011,Luton Marathon,490
2949,2011,Philadelphia Marathon,10313
2950,2011,Route 66 Marathon,1438
2951,2011,St. Augustine Marathon,112
2952,2011,Valley of Fire Marathon,66
2953,2011,X-Country Marathon,101
2954,2011,Grand Ridge Marathon,22
2955,2011,Mesquite Tri-State Marathon,187
2956,2011,UHC North Carolina Marathon,257
2957,2011,White River Marathon for Kenya (prev Mountain Home Marathon for Kenya),155
2958,2011,Fort Worth Marathon,217
2959,2011,Harrisburg Marathon,698
2960,2011,Malibu International Marathon,468
2961,2011,OBX Marathon,1213
2962,2011,Pensacola Marathon,313
2963,2011,Rock 'n' Roll San Antonio Marathon and 1/2 Marathon,4040
2964,2011,Charlotte's Thunder Road Marathon,907
2965,2011,Chickamauga Battlefield Marathon,495
2966,2011,Grand Canyon Marathon,181
2967,2011,Louisiana Missions Marathon,30
2968,2011,New Catalina Eco Marathon,194
2969,2011,Pilgrim Pacer Marathon,42
2970,2011,Richmond Marathon,3787
2971,2011,Rim Rock Marathon,152
2972,2011,Santa Barbara International Marathon,881
2973,2011,Soldier Marathon,489
2974,2011,Veterans Marathon,217
2975,2011,11-11-11 Marathon of Sarasota,66
2976,2011,Almond Bowl Marathon,48
2977,2011,Bass Pro Shops Marathon,274
2978,2011,Bobcat Trail Marathon,102
2979,2011,Carrollton Fall Marathon,45
2980,2011,City of Oaks Marathon & Half Marathon,540
2981,2011,Inland Trail Marathon,99
2982,2011,Manchester City Marathon,389
2983,2011,Marshall University Marathon,425
2984,2011,New York City Marathon,46536
2985,2011,Rails to Trails Marathon,230
2986,2011,Road2Hope Hamilton Marathon,905
2987,2011,Santa Clarita Marathon,371
2988,2011,Two Cities Marathon,600
2989,2011,Indianapolis Monumental Marathon,2609
2990,2011,Lake Chabot Trail Marathon,50
2991,2011,Lithia Loop Trail Marathon,183
2992,2011,Marathoning for Miracles,40
2993,2011,Midsouth Marathon,188
2994,2011,Rock 'n' Roll Savannah Marathon,4722
2995,2011,Stinson Beach Marathon,51
2996,2011,Stone Cat Marathon and 50 Mile Trail Races,194
2997,2011,Dublin Marathon,11245
2998,2011,Atlanta Marathon,1124
2999,2011,Auckland Marathon,2307
3000,2011,Cape Cod Marathon,909
3001,2011,Marine Corps Marathon,20895
3002,2011,Tri-Cities Marathon,222
3003,2011,Chosen: Marathon for Adoption,143
3004,2011,Dog Lake Marathon,4
3005,2011,Hoover Dam Marathon,97
3006,2011,Napa Valley Wine Country Trail Marathon,27
3007,2011,Snowdonia Marathon,1424
3008,2011,Spinx Run Fest,436
3009,2011,Summit Credit Union Haunted Hustle Marathon,511
3010,2011,Screaming Pumpkin Marathon,35
3011,2011,"""Running for the bay!"" Marathon",106
3012,2011,Cloverdale Harvest Marathon,12
3013,2011,Columbia Gorge Marathon,223
3014,2011,Delaware & Lehigh Heritage Marathon,120
3015,2011,Duke City Marathon,411
3016,2011,Morgan Hill Marathon,541
3017,2011,Mount Lemmon Marathon,167
3018,2011,Niagara Falls International Marathon,1121
3019,2011,On the Road for Education,84
3020,2011,Rock 'n' Roll St. Louis Marathon,3354
3021,2011,Wisconsin Dells Marathon & Half Marathon,155
3022,2011,Columbia River Power Marathon,78
